lemma_võro,lemma_estonian,lemma_finnish,lemma_english,lemma_saami,lemma_norwegian,lemma_swedish,lemma_german,pos,semtype
,,viime syksyn,viime syksyn_ENG,diimmá čavčča,i fjor høst,i fjor høst_SWE,i fjor høst_DEU,Mwe,EXPRESSIONS
,,viime talvena,viime talvena_ENG,mannan dálvvi,i fjor vinter,i fjor vinter_SWE,i fjor vinter_DEU,Mwe,EXPRESSIONS
,,viime vuonna,viime vuonna_ENG,diibmá,i fjor,i fjor_SWE,i fjor_DEU,Adv,TIME_ADV
,,viimein,viimein_ENG,viimmat,endelig,slutligen,endelig_DEU,Adv,CHRISTMAS
,,viina,wine,viidni,vin,vin,vin_DEU,N,DRINK
,,viipale,slice,vajahas,skive,skiva,skive_DEU,N,FOOD_OTHER
,,viisi henkilöä,five persons,viđas,fem personer,fem personer,fünf personen,N,mCOLL
,,viitonen,viitonen_ENG,viđeš,femmer,femma,femmer_DEU,N,LANGUAGEPART
,,viitsiä,be bothered to do something,viššat,gidde,idas,sich aufraffen können,V,ANIMAL_V
,,vikkelä,vikkelä_ENG,lášmat,smidig,smidig,smidig_DEU,A,HUM_A
,,viklo,viklo_ENG,gáddebuvvet,strandsnipe,drillsnäppa,strandsnipe_DEU,N,BIRD
,,vilkaista,vilkaista_ENG,guovlalit,titte i all hast,titte i all hast_SWE,titte i all hast_DEU,V,EXPERIENCE_V
,,vilkuttaa,vilkuttaa_ENG,seavvit,vinke,vinke_SWE,vinke_DEU,V,BODY_V
,,villapusero,villapusero_ENG,ullobáidi,ullgenser,ylletröja,ullgenser_DEU,N,CLOTHING
,,villi,wild,vilddas,vill,vild,vill_DEU,A,ANIMAL_A
,,villihirvas,villihirvas_ENG,goddesarvvis,villreinsbukk,vildrensbock,villreinsbukk_DEU,N,ANIMAL_WILD
,,villiporo,wild reindeer,goddi,villrein,vildren,villrein_DEU,N,ANIMAL_WILD
,,vintti,loft,lokta,loft,vind,loft_DEU,N,ROOM
,,violetti,violet,sáhppat,fiolett,violett,fiolett_DEU,A,COLOUR
,,viranomaiset,viranomaiset_ENG,eiseválddit,myndigheter,myndigheter,myndigheter_DEU,N,PL
,,virka,virka_ENG,virgi,stilling,ställning,stilling_DEU,N,JOB
,,virsi,psalm,sálbma,salme,psalm,salme_DEU,N,SOUND
,,virsikirja,psalm book,sálbmagirji,salmebok,psalmbok,salmebok_DEU,N,TEXT
,,virta,stream,rávdnji,strøm,strøm_SWE,strøm_DEU,N,NATURE
,,visertää,visertää_ENG,vižardit,kvitre,kvitre_SWE,kvitre_DEU,V,ANIMAL_V
,,vohvelitaikina,vohvelitaikina_ENG,váffelmávka,vaffelrøre,vaffelröra,vaffelrøre_DEU,N,FOOD_OTHER
,,voidella,smear,njuvdit,smøre utover,smörja,schmieren,V,FOOD_DRINK_V
,,voidella,wax,vuoidat,smøre,smörja,schmieren,V,WORK_ECONOMY_V
,,voima,force,fápmu,makt,makt_SWE,makt_DEU,N,ABSTRACT
,,voimaton,voimaton_ENG,veajuheapme,kraftløs,kraftlös,kraftløs_DEU,A,HUM_A
,,vuodevaatteet,vuodevaatteet_ENG,gávnnit,sengeklær,sängkläder,sengeklær_DEU,N,ROOM_OTHER
,,vuokralainen,vuokralainen_ENG,láigolaš,leieboer,leieboer_SWE,leieboer_DEU,N,FINANCE
,,vuongeli,vuongeli_ENG,vuonjal,simle i toårsalderen,simle i toårsalderen_SWE,simle i toårsalderen_DEU,N,ANIMAL_DOM
,,vuono,fjord,vuotna,fjord,fjord,fjord_DEU,N,NATURE_WATER
,,vuorenhuippu,vuorenhuippu_ENG,gáisi,tind,tind,tind_DEU,N,NATURE_PLACE
,,vuorenhuippu,vuorenhuippu_ENG,gáisá,tind,tind,tind_DEU,N,NATURE_PLACE
,,vuorenrinne,vuorenrinne_ENG,várregilga,fjellside,fjällsida,fjellside_DEU,N,NATURE
,,vuorokausi,vuorokausi_ENG,jándor,døgn,dygn,døgn_DEU,N,TIME_DUR
,,vyö,vyö_ENG,boagán,belte,bälte,belte_DEU,N,CLOTHING
,,vähän,vähän_ENG,uhccán,lite,föga,lite_DEU,Adv,DIV_ADV
,,vähän,vähän_ENG,unnán,lite,föga,lite_DEU,Adv,DIV_ADV
,,väli,väli_ENG,gaska,mellomrom,mellanrum,mellomrom_DEU,N,TRAVEL
,,välillä,välillä_ENG,gaskkohagaid,av og til,då och då,av og til_DEU,Adv,CHRISTMAS
,,välitunti,välitunti_ENG,friijaminuhtta,friminutt,rast,friminutt_DEU,N,SCHOOL
,,väljentyä,väljentyä_ENG,galljut,utvide seg,utvide seg_SWE,utvide seg_DEU,V,EXPOSURE_V
,,välkkyä,blink,šleađgut,blinke,blinke_SWE,blinke_DEU,V,YYY
,,välttää,avoid,garvilit,unnvike,undvika,meiden,V,ACTION_V
,,väri,colour,ivdni,farge,färg,farge_DEU,N,HANDICRAFTS
,,värikäs,colourful,ivdnái,fargerik,färjrik,fargerik_DEU,A,CHRISTMAS
,,värjätä,värjätä_ENG,báidnit,farge av,farge av_SWE,farge av_DEU,V,CLOTHING_V
,,västäräkki,västäräkki_ENG,beštor,linerle,linerle_SWE,linerle_DEU,N,BIRD
,,väsyttää,väsyttää_ENG,váibadit,trette ut,tröttna ut,trette ut_DEU,V,HUM_V
,,vääntää,bend,botnjat,vri,vri_SWE,vri_DEU,V,WORK_ECONOMY_V
,,ydin,core,ađa,margbein,margben,margbein_DEU,N,FOOD_DISH
,,yhdeksän henkilöä,nine persons,ovccis,ni personer,nio personer,neun personen,N,mCOLL
,,yhdeksäs,nineth,ovccát,niende,nionde,neunter,A,mORD
,,yhdeksässtoista,nineteenth,ovccinuppelogát,nittende,nittonde,neunzehnter,A,mORD
,,yhdessä,yhdessä_ENG,ovttas,sammen,ihop,sammen_DEU,Adv,CHRISTMAS
,,yhdestoista,eleventh,oktanuppelogát,ellefte,elfte,elfter,A,mORD
,,yhteinen,common,oktasaš,felles,gemensam,felles_DEU,A,CHRISTMAS
,,yhteiskuntatieto,yhteiskuntatieto_ENG,servodatoahppu,samfunnsfag,samhällslära,samfunnsfag_DEU,N,SCHOOL
,,yhteys,connection,oktavuohta,forbindelse,forbindelse_SWE,forbindelse_DEU,N,ABSTRACT
,,yhtä aikaa,yhtä aikaa_ENG,oktanaga,samtidig,samtidig,samtidig_DEU,Adv,TIME_ADV
,,yhtäkkiä,yhtäkkiä_ENG,fáhkkestaga,plutselig,plutselig_SWE,plutselig_DEU,Adv,TIME_ADV
,,yhtäkyytiä,yhtäkyytiä_ENG,ovttatmanos,i ett strekk,i ett strekk_SWE,i ett strekk_DEU,Adv,DIV_ADV
,,yhä,yhä_ENG,ein,ennå,ennå_SWE,ennå_DEU,Adv,TIME_ADV
,,ykkönen,ykkönen_ENG,ovtteš,ener,etta,ener_DEU,N,LANGUAGEPART
,,yksi,one,okta,en,en,ein,Num,mOKTA
,,yksin,yksin_ENG,okto,alene,ensam,alene_DEU,Adv,DIV_ADV
,,yksitoista henkilöä,eleven persons,oktanuppelogis,elleve personer,elva personer,elf personen,N,mCOLL
,,yksittäinen,yksittäinen_ENG,ovttaskas,enslig,enslig,enslig_DEU,A,YYY
,,yksityinen,private,priváhta,privat,privat,privat_DEU,A,YYY
,,yli rajojen,yli rajojen_ENG,badjel rájáid,over grensene,over grensene_SWE,over grensene_DEU,Mwe,EXPRESSIONS
,,ylihuomenna,ylihuomenna_ENG,maŋit beaivvi,i overmorgen,i overmorgen_SWE,i overmorgen_DEU,Mwe,EXPRESSIONS
,,ylimielinen,ylimielinen_ENG,čeavlái,overlegen,högfärdig,overlegen_DEU,A,HUM_A
,,ylittää,cross,rasttildit,krysse,korsa,kreuzen,V,CITY
,,ylittää,ylittää_ENG,rasttidit,krysse,korsa,krysse_DEU,V,CITY
,,yläaste,yläaste_ENG,nuoraidskuvla,ungdomsskole,högstadium,ungdomsskole_DEU,N,CITY
,,ylös,ylös_ENG,bajás,opp,upp,opp_DEU,Adv,PLACE_ADV
,,ymmärrys,sense,ipmárdus,forstand,förstånd,forstand_DEU,N,THOUGHT
,,ymmärtää,understand,ipmirdit,forstå,förstå,verstehen,V,EXPERIENCE_V
,,ympäristöoppi,ympäristöoppi_ENG,birasoahppu,miljøfag,miljöfack,miljøfag_DEU,N,SCHOOL
,,ympäristötalo,ympäristötalo_ENG,birasviessu,miljøbygg,miljöhus,miljøbygg_DEU,N,BUILDING
,,ysi,ysi_ENG,ovcceš,nier,nia,nier_DEU,N,LANGUAGEPART
,,ystävä,fellow,guoibmi,ledsager,vän,ledsager_DEU,N,FAMILY
,,ystävä,friend,verdde,venn,vän,venn_DEU,N,FAMILY
,,ystäväkoulu,friendship school,verddeskuvla,vennskapsskole,vänskapsskola,vennskapsskole_DEU,N,SCHOOL
,,ystävällinen,friendly,ustitlaš,vennlig,vänlig,vennlig_DEU,A,CHRISTMAS
,,yykeänhevonen,yykeänhevonen_ENG,ivguheasta,lyngshest,lyngshäst,lyngshest_DEU,N,ANIMAL_DOM
,,yöllä,yöllä_ENG,ihkku,om natta,om natten,om natta_DEU,Adv,CHRISTMAS
,,yöpuku,yöpuku_ENG,idjabivttas,nattdrakt,pyjamas,nattdrakt_DEU,N,CLOTHING
,,yöpyä,stay overnight,ijastallat,overnatte,övernatta,übernachten,V,TRAVEL_V
,,äidin nuorempi sisar,aunt,muoŧŧá,mors yngre søster,mors yngre syster,Tante,N,FAMILY
,,äidin vanhempi sisar,aunt,goaski,mors eldre søster,mors äldre syster,Tante,N,FAMILY
,,äimä,äimä_ENG,áibmi,skinnål,skärnål,skinnål_DEU,N,HANDICRAFTS
,,äsken,äsken_ENG,easkka,nettopp,just,nettopp_DEU,Adv,TIME_ADV
,,äskettäin,äskettäin_ENG,duvle,for en tid siden,for en tid siden_SWE,for en tid siden_DEU,Adv,TIME_ADV
,,äyri,äyri_ENG,evre,øre,öre,øre_DEU,N,FINANCE
,,ääneen,ääneen_ENG,jitnosit,høylytt,högljudd,høylytt_DEU,Adv,CHRISTMAS
,,äännellä,äännellä_ENG,jietnadit,gi lyd fra seg,gi lyd fra seg_SWE,gi lyd fra seg_DEU,V,VERBAL_V
,,äännähtää,utter,jienádit,ytre,ytre_SWE,ytre_DEU,V,VERBAL_V
aadrõs',aadress,osoite,address,adreassa,adresse,adress,adresse_DEU,N,TEXT
aastagaaig,aastaaeg,vuodenaika,season,jagiáigi,årstid,årstid,årstid_DEU,N,TIME_OTHER
aastak,aasta,vuosi,year,jahki,år,år,år_DEU,N,TIME_DUR
abi,abi,apu,help,veahkki,hjelp,hjälpare,hjelp_DEU,N,ACTOR
abielo,abielu,avioliitto,marriage,náittosdilli,ekteskap,ekteskap_SWE,ekteskap_DEU,N,ABSTRACT
ahi,ahi,uuni,oven,oapman,ovn,ovn_SWE,ovn_DEU,N,FURNITURE
ahtagõnõ,kitsas,kapea,narrow,gárži,trang,trång,trang_DEU,A,NATURE_A
ahtakõnõ,kitsas,ahdas,narrow,baski,trang,trång,trang_DEU,A,CLOTHING_A
aig,aeg,aika,time,áigi,tid,tid,tid_DEU,N,TIME_OTHER
aiglanõ,aeglane,hidas,slow,hiđis,langsom,långsam,langsom_DEU,A,ANIMAL_A
aiglanõ,aeglane,hidas,slow,njoahci,langsom,långsam,langsom_DEU,A,ANIMAL_A
aiglanõ,aeglane,hiljainen,slow,hillján,langsom,långsam,langsom_DEU,A,HUM_A
ainukõnõ,ainuke,ainoa,only,áidna,den eneste,den enda,den eneste_DEU,A,ISSUE_A
ainõq,aine,aine,material,ávnnas,materiale,material,materiale_DEU,N,YYY
aiteh,aitäh,kiitos,thanks,giittos,takk,tack,takk_DEU,N,LANGUAGEPART
aknõlaud,aknalaud,ikkunalauta,ikkunapieli_ENG,lássalávdi,vinduspost,fönsterbräda,vinduspost_DEU,N,ROOMPART
akõn',aken,ikkuna,window,láseráigi,vindu,fönster,vindu_DEU,N,ROOMPART
alostama,algama,alkaa,begin,álgit,begynne,börja,beginnen,V,AUX_V
alostama,alustama,aloittaa,begin,álggahit,sette i gang,sätta igång,beginnen,V,ACTION_V
alostus,algus,alku,beginning,álgu,begynnelse,början,begynnelse_DEU,N,TEXT
ammõt',amet,ammatti,profession,ámmát,embete,embete_SWE,embete_DEU,N,JOB
ammõt'nik,ametnik,virkailija,civil servant,virgeolmmoš,tjenestemann,tjenestemann_SWE,tjenestemann_DEU,N,OTHERS
andma,andma,antaa,give,skeŋket,gi,ge,geben,V,HUM_V
ands'ak,imelik,kummallinen,strange,imaš,rar,konstig,rar_DEU,A,OBJECT_A
annom,nõu,astia,astia_ENG,lihtti,kar,kärl,kar_DEU,N,CONTAINER
anomamõsumassin,nõudepesumasin,astiapesukone,dishwasher,lihttebassanmašiidna,oppvaskmaskin,diskmaskin,oppvaskmaskin_DEU,N,FURNITURE
aoleht',ajaleht,lehti,newspaper,áviisa,avis,avis_SWE,avis_DEU,N,TEXT
aolugu,ajalugu,historia,history,historjá,historie,historia,historie_DEU,N,SCHOOL
aoluulinõ,ajalooline,historiallinen,historical,historjjálaš,historisk,historisk,historisk_DEU,A,ISSUE_A
aoplaan',ajakava,aikataulu,timetable,áigedávval,tidstavle,tidstavle_SWE,tidstavle_DEU,N,SCHOOL
aovaih,ajajärk,ajanjakso,time period,áigodat,tidsrom,tidsrum,tidsrom_DEU,N,TIME_OTHER
apõl'siin',apelsiin,appelsiini,orange,appelsiidna,appelsin,apelsin,appelsin_DEU,N,FOOD_GROCERY
armastama,armastama,rakastaa,love,ráhkistit,elske,älska,lieben,V,EXPERIENCE_V
arvama,arvama,arvata,understand,árvidit,skjønne,gissa,raten,V,EXPERIENCE_V
arvama,arvama,luulla,believe,gáddit,tro,tro_SWE,tro_DEU,V,EXPERIENCE_V
arvaminõ,arvamus,mielipide,opinion,oaivil,mening,mening,mening_DEU,N,ACTION
arvo saama,aru saama,ymmärtää,understand,áddet,forstå,begripa,verstehen,V,EXPERIENCE_V
arvõq,arve,lasku,bill,rehket,regning,regning_SWE,regning_DEU,N,FINANCE
asi,ese,esine,thing,bierggas,gjenstand,ting,gjenstand_DEU,N,YYY
asi,ese,esine,thing,tiŋga,ting,ting,ting_DEU,N,YYY
astma,astuma,astua,tread,lávket,ta et skritt,ta et skritt_SWE,ta et skritt_DEU,V,BODY_V
auto,auto,auto,car,biila,bil,bil,bil_DEU,N,VEHICLE
autokuul',autokool,autokoulu,driving school,biilaskuvla,kjøreskole,körskola,kjøreskole_DEU,N,CITY
autoparandus,autoparandus,autokorjaamo,autokorjaamo_ENG,biiladivohat,bilverksted,bilverkstad,bilverksted_DEU,N,CITY
avalik,avalik,julkinen,public,almmolaš,offentlig,offentlig,offentlig_DEU,A,ISSUE_A
avitama,aitama,auttaa,help,veahkehit,hjelpe,hjälpa,helfen,V,HUM_V
banaan',banaan,banaani,banana,banána,banan,banan,banan_DEU,N,FOOD_GROCERY
buss',buss,bussi,bus,busse,buss,buss,buss_DEU,N,VEHICLE
buss',buss,linja-auto,linja-auto_ENG,linnjábiila,rutebuss,rutebuss_SWE,rutebuss_DEU,N,VEHICLE
bussijuht',bussijuht,linja-autonkuljettaja,bus driver,bussevuoddji,bussjåfør,busschaufför,bussjåfør_DEU,N,CITY
duss',dušš,suihku,shower,riššu,dusj,dusch,dusj_DEU,N,ROOMPART
edenimi,eesnimi,etunimi,forename,ovdanamma,fornavn,förnamn,fornavn_DEU,N,LANGUAGEPART
edevanõmb,esivanem,esivanhempi,ancestor,máttarváhnen,oldeforelder,förfader,Urahn,N,FAMILY
eelektri,elekter,sähkö,electricity,elrávdnji,elektrisitet,elektricitet,Strom,N,YYY
eetiga,eetika,etiikka,ethics,etihkka,etikk,etik,etikk_DEU,N,SCHOOL
ehitämä,ehitama,rakentaa,build,hukset,bygge,bygga,bauen,V,CITY
ehitüs,ehitis,rakennus,building,rusttet,anlegg,byggnad,anlegg_DEU,N,BUILDING
ehitüs,ehitis,rakennus,building,visti,bygning,byggnad,Gebäude,N,CITY
eksäm',eksam,tentti,exam,tente,eksamen,eksamen_SWE,eksamen_DEU,N,SCHOOL
elevant',elevant,elefantti,elephant,elefánta,elefant,elefant_SWE,elefant_DEU,N,ANIMAL_WILD
elläi,loom,eläin,animal,ealli,dyr,djur,dyr_DEU,N,ANIMAL_OTHER
elo,elu,henki,life,heagga,liv,liv_SWE,liv_DEU,N,ABSTRACT
elotarõ,elutuba,olohuone,living room,orrunlatnja,stue,vardagsrum,stue_DEU,N,ROOM
elämä,elama,asua,live,ássat,bo,bosätta sig,sich ansiedeln,V,HUM_V
elämä,elama,elää,live,eallit,leve,leva,leben,V,BODY_V
eräkund,erakond,puolue,party,bellodat,parti,parti,Party,N,ORGANIZATION
eräle,eraldi,erikseen,separate,sierra,atskilt,avskild,atskilt_DEU,A,ISSUE_A
esiqeränis,eriti,erittäin,erittäin_ENG,hui,svært,på förhand,svært_DEU,Adv,DIV_ADV
essümä,eksima,eksyä,get lost,láhppot,gå seg vill,gå vilse,sich verirren,V,EXPOSURE_V
esä,isa,isä,father,áhčči,far,far,Vater,N,FAMILY
ette kaema,ette vaatama,varoa,take care,váruhit,passe seg,akta sig,auf sich aufpassen,V,EXPERIENCE_V
festivaal',festival,festivaali,festival,festivála,festival,festival,Festival,N,ARRANGEMENT
film',film,elokuva,film,filbma,film,film,film_DEU,N,SHOW
firma,firma,yritys,company,fitnodat,bedrift,firma,bedrift_DEU,N,JOB
haav,haav,haava,wound,hávvi,sår,sår,sår_DEU,N,ILLNESS
haigõ,haige,sairas,sick,buozas,syk,sjuk,syk_DEU,A,BODY_A
haigõmaja,haigla,sairaala,hospital,buohcceviessu,sykehus,sjukhus,sykehus_DEU,N,CITY
hain,hein,heinä,hay,suoidni,gress,gras,gress_DEU,N,PLANT
hainakuu,juuli,heinäkuu,July,suoidnemánnu,juli,juli,juli_DEU,N,TIME_POINT_LOC
hall',hall,harmaa,grey,ránis,grå,grå,grå_DEU,A,COLOUR
halu,valu,kipu,pain,bávččas,smerte,smärta,smerte_DEU,N,ILLNESS
halv,halb,huono,bad,fuotni,dårlig,dålig,dårlig_DEU,A,OBJECT_A
halv,halb,huono,bad,headju,dårlig,dålig,dårlig_DEU,A,BODY_A
halv,halb,huono,bad,neavri,elendig,eländig,elendig_DEU,A,HUM_A
halv,halb,paha,paha_ENG,bahá,bisk,ond,bisk_DEU,A,ANIMAL_A
halvastõ,halvasti,huonosti,badly,funet,dårlig,dårlig_SWE,dårlig_DEU,Adv,DIV_ADV
hambaarst',hahmbaarst,hammaslääkäri,dentist,bátnedoavttir,tannlege,tandläkare,tannlege_DEU,N,PROFESSION
hammas,hammas,hammas,tooth,bátni,tann,tand,tann_DEU,N,BODYPART
hamõq,särk,paita,shirt,báidi,skjorte,skjorta,skjorte_DEU,N,CLOTHING
hand,saba,häntä,tail,seaibi,hale,svans,hale_DEU,N,ANIMAL_OTHER
har'otama,harjutama,harjoitella,train,hárjehallat,trene,träna,üben,V,ACTION_V;MORFAC_V
har'otus,harjutus,harjoitus,exercise,hárjehus,øving,övelse,øving_DEU,N,SCHOOL
harak,harakas,harakka,harakka_ENG,skire,skjære,skata,skjære_DEU,N,BIRD
harinõma,harjuma,tottua,get used to,hárjánit,venne seg til,vänja sig till,sich gewöhnen an,V,EXPERIENCE_V
haud,haud,hauta,grave,hávdi,grav,grav_SWE,grav_DEU,N,CONSTRUCTION
haukma,haukuma,haukkua,bark,ciellat,bjeffe,skälla,bellen,V,ANIMAL_V
heering,heeringas,silli,herring,sallit,sild,sill,sild_DEU,N,FISH
helü,hääl,ääni,sound,jietna,lyd,ljud,Laut,N,SOUND
heränemä,ärkama,herätä,wake up,lihkkat,stå opp,röra sig,sich bewegen,V,HUM_V
herätämä,äratama,herättää,wake someone,rávkat,be om,väcka,aufwecken,V,VERBAL_V
higonõma,higistama,hikoilla,sweat,bivastuvvat,svette,svettas,schwitzen,V,BODY_V
hiir',hiir,hiiri,mouse,sáhpán,mus,mus,mus_DEU,N,ANIMAL_WILD
hiitmä,viskama,heittää,throw,bálkestit,kaste,kasta,werfen,V,ACTION_V
hilkama,särama,loistaa,glitter,šealgut,glitre,glitre_SWE,glitre_DEU,V,YYY
hind,hind,hinta,price,haddi,pris,pris,pris_DEU,N,FINANCE
hingämä,hingama,hengittää,breath,vuoigŋat,puste,puste_SWE,puste_DEU,V,BODY_V
hirm,hirm,pelko,fear,ballu,redsel,rädsla,redsel_DEU,N,FEELING
hirmsa,hirmus,hirveä,terrible,issoras,forferdelig,förfärlig,forferdelig_DEU,A,OTHERS
hiusõq,juuksed,tukka,hair,vuokta,hår,hår,hår_DEU,N,BODYPART_PL
hoitminõ,armastus,rakkaus,love,ráhkesvuohta,kjærlighet,kärlek,kjærlighet_DEU,N,FEELING
hopõn',hobune,hevonen,horse,heasta,hest,häst,hest_DEU,N,ANIMAL_DOM
hotell',hotell,hotelli,hotel,hotealla,hotell,hotell,hotell_DEU,N,CITY
hummogusüük',hommikusöök,aamupala,breakfast,iđitbiebmu,frokost,frukost,Früstück,N,FOOD_OTHER
hummok,hommik,aamu,morning,iđit,morgen,morgon,morgen_DEU,N,TIME_POINT_LOC
huul',huul,huuli,lip,bavssa,leppe,läpp,leppe_DEU,N,BODYPART
huul'ma,hoolima,välittää,care,beroštit,bry seg om,bry sig om,sich kümmern um,V,HUM_V
huulits,tänav,katu,street,gáhta,gate,gata,gate_DEU,N,CITY
huuv',hoov,piha,yard,šillju,gårdsplass,gårdsplats,gårdsplass_DEU,N,PLACE_LOCAL
huvi,huvi,kiinnostus,interest,beroštupmi,interesse,interess,interesse_DEU,N,YYY
huvitav,huvitav,mielenkiintoinen,interesting,miellagiddevaš,interessant,intressant,interessant_DEU,A,ISSUE_A
häbendelemä,häbenema,ujostella,be shy,ujostallat,være sjenert,være sjenert_SWE,være sjenert_DEU,V,HUM_V
häbendämä,häbenema,häpeä,shame,heahpat,skam,skam_SWE,skam_DEU,N,FEELING
hädä,probleem,ongelma,problem,váttisvuohta,problem,problem,Problem,N,ABSTRACT
hähn,rähn,tikka,woodpecker,čáihni,hakkespett,hakkespett_SWE,hakkespett_DEU,N,BODYPART
hämmähüs,kaste,kastike,sauce,sevsa,saus,sås,saus_DEU,N,FOOD_OTHER
härm,ämblik,hämähäkki,spider,heavdni,edderkopp,spindel,edderkopp_DEU,N,ANIMAL_WILD
hää ilm,hea ilm,hieno ilma,nice weather,čáppadálki,finvær,fint väder,finvær_DEU,N,WEATHER
hää,parem,oikea,right,olgeš,høyre,höger,høyre_DEU,A,BODY_A
hääd üüd,head ööd,hyvää yötä,hyvää yötä_ENG,buorre idja,god natt,god natt_SWE,god natt_DEU,Mwe,EXPRESSIONS
hõng,lõhn,haju,smell,hádja,lukt,lukt,lukt_DEU,N,FOOD_OTHER
hõngu tundma,haistma,haistaa,smell,haksit,lukte,lukta,riechen,V,BODY_V
hõpõ,hõbe,hopea,silver,silba,sølv,silver,sølv_DEU,N,NATURE
hõrilaq,orel,urku,organ,orgel,orgel,orgel_SWE,orgel_DEU,N,INSTRUMENT
igä,iga,ikä,age,ahki,alder,ålder,alder_DEU,N,TIME_OTHER
iholiigõq,kehaosa,elin,bodypart,rumašlahttu,kroppsdel,kroppsdel,kroppsdel_DEU,N,BODYPART
iispäiv,esmaspäev,maanantai,monday,mánnodat,mandag,måndag,mandag_DEU,N,TIME_POINT_GEN
ijä,jää,jää,ice,jiekŋa,is,is,is_DEU,N,NATURE
ijätüs,jäätis,jäätelö,ice cream,lákcajiekŋa,iskrem,glass,iskrem_DEU,N,FOOD_GROCERY
ikma,nutma,itkeä,cry,čierrut,gråte,gråta,weinen,V,VERBAL_V;MORFAC_V
ikäv,igav,tylsä,boring,ahkit,kjedelig,tråkig,kjedelig_DEU,A,ISSUE_A
ildas jäämä,hilinema,myöhästyä,be delayed,maŋŋonit,bli forsinket,bli forsinket_SWE,bli forsinket_DEU,V,YYY
ilm,ilm,ilma,weather,dálki,vær,väder,vær_DEU,N,WEATHER
ilma iist,tasuta,ilmaiseksi,free,nuvttá,gratis,gratis,gratis_DEU,Adv,WORK_ECONOMY_ADV
ilmavõrk,Internet,jatkosota,continuaton war,joatkkasoahti,fortsettelseskrigen,fortsettelseskrigen_SWE,fortsettelseskrigen_DEU,N,YYY
ilostama,kaunistama,koristaa,decorate,hervet,dekorere,pryda,schmücken,V,CLOTHING_V
ilostama,kaunistama,koristella,decorate,dekoreret,dekorere,dekorera,dekorieren,V,WORK_ECONOMY_V
ilostama,kaunistama,koristella,decorate,čiŋahit,pynte,utsmycka,dekorieren,V,CHRISTMAS
ilves,ilves,ilves,lynx,albbas,gaupe,lodjur,gaupe_DEU,N,ANIMAL_WILD
imehtämä,imestama,ihmetellä,wonder,imaštallat,forundre seg,förundra sig,sich wundern,V,EXPERIENCE_V
imelik,imelik,kummallinen,strange,ártet,rar,konstig,rar_DEU,A,ANIMAL_A
imä,ema,äiti,mother,eadni,mor,mor,Mutter,N,FAMILY
imäkiil',emakeel,äidinkieli,mother tongue,eatnigiella,morsmål,modersmål,morsmål_DEU,N,LANGUAGEPART
inemine,inimene,ihminen,human being,olmmoš,menneske,vän,menneske_DEU,N,OTHERS
ingli,ingel,enkeli,angel,eŋgel,engel,ängel,Engel,N,CHRISTMAS
inne,enne,ennen,before,ovdal,før,før_SWE,før_DEU,Adv,TIME_ADV
inneskine,endine,entinen,previous,ovddeš,tidligere,tidigare,tidligere_DEU,A,YYY
istma,istuma,istua,sit,čohkkát,sitte,sitta,sitzen,V,BODY_V
jagama,jagama,jakaa,share,juohkit,dele,dela,teilen,V,ACTION_V
jago,osa,osa,part,oassi,del,del,del_DEU,N,AMOUNT
jakk',jakk,takki,jacket,jáhkka,jakke,jacka,jakke_DEU,N,CLOTHING
jakkama,jätkama,jatkaa,continue,joatkit,fortsette,fortsätta,weitermachen,V,ACTION_V
jalg,lalg,jalka,foot,juolgi,fot,fot,Fuss,N,BODYPART
jalgpallimängjä,jalgpallimängija,jalkapallopelaaja,football player,čiekči,fotballspiller,fotbollspelare,fotballspiller_DEU,N,OTHERS
jalgratas,jalgratas,polkupyörä,bicycle,sihkkel,sykkel,cykel,sykkel_DEU,N,VEHICLE
jauh,jahu,jauho,flour,jáffu,mel,mjöl,Mehl,N,FOOD_GROCERY_PL
jauhma,jahvatama,jauhaa,grind,ferdnet,kverne,mala,mahlen,V,FOOD_DRINK_V
johtuma,juhtuma,tapahtua,happen,dáhpáhuvvat,hende,hända,geschehen,V,EXPOSURE_V
joogihädä,janu,jano,thirst,goiku,tørst,törst,tørst_DEU,N,FEELING
joonistama,joonistama,piirtää,draw,sárgut,tegne,teckna,zeichnen,V,SCHOOL_V;MORFAC_V
joudma,jõudma,ehtiä,reach,ollet,nå fram,nå fram till,erreichen,V,TRAVEL_V
joulukuu,detsember,joulukuu,december,juovlamánnu,desember,december,desember_DEU,N,CHRISTMAS
joulukuus',jõulukuusk,joulukuusi,Christmas tree,juovlamuorra,juletre,julgran,juletre_DEU,N,CHRISTMAS
joululaul,jõululaul,joululaulu,christmas carol,juovlalávlla,julesang,julsång,julesang_DEU,N,CHRISTMAS
joulupido,jõulupidu,joulujuhla,Christmas party,juovlafeasta,julefest,julkalas,julefest_DEU,N,ARRANGEMENT
jouluvaihõaig,jõuluvaheaeg,joululoma,christmas holiday,juovlaluopmu,juleferie,jullov,juleferie_DEU,N,SCHOOL
jouluvana,jõuluvana,joulupukki,Santa Claus,juovlastállu,julenisse,jultomte,julenisse_DEU,N,CHRISTMAS
juhiluba,juhiluba,ajokortti,driving license,vuodjingoarta,sertifikat,körkort,sertifikat_DEU,N,TRAVEL
julgõ,julge,rohkea,brave,jállu,modig,modig,modig_DEU,A,HUM_A
jummal',jumal,jumala,god,ipmil,gud,gud,gud_DEU,N,MYTH_HUM
